Gene_ID,Name,Annotation,OPID,RS_5,RS_30,RS_60,RS_90,RS_120,RS_150,RP_5,RP_30,RP_60,RP_90,RP_120,RP_150,TE_5,TE_30,TE_60,TE_90,TE_120,TE_150,tai_5,tai_30,tai_60,tai_90,tai_120,tai_150
CCNA_00193,leuB,3-isopropylmalate dehydrogenase,101,148.2464901,360.3294982,463.1194971,445.7314268,331.5684782,365.6560912,186.0779804,534.8915488,701.0549036,685.1867214,536.2869832,584.7558187,1.25519316,1.48445118,1.513766767,1.537218783,1.61742451,1.599196165,0.84891,0.8533,0.86685,0.86004,0.83665,0.85324
CCNA_00194,NA,Antibiotic biosynthesis monooxygenase family protein,101,112.9135171,184.4707366,247.6816174,277.0552433,186.9962526,210.5956664,127.417731,280.3839254,301.3491444,316.8162705,304.3222307,328.5948905,1.128454187,1.519937149,1.216679492,1.143512993,1.627424221,1.560311739,0.81074,0.81517,0.82369,0.81811,0.79925,0.81352
CCNA_00195,leuD,3-isopropylmalate dehydratase small subunit,102,174.2170666,293.9356838,361.4221218,331.4092273,286.9990275,298.6171272,239.6637922,418.4779829,433.5109145,554.7215204,468.4242117,494.770639,1.375661965,1.423705953,1.199458717,1.67382642,1.632145641,1.656872945,0.87414,0.87783,0.8905,0.88447,0.86353,0.87823
CCNA_00196,leuC,3-isopropylmalate dehydratase large subunit,102,186.7372013,228.5074857,343.1887954,354.21074,232.1653845,243.3772537,321.6899974,378.7107498,514.4108328,469.524655,400.6553009,421.1350604,1.722688329,1.657323167,1.498914999,1.325551718,1.725732291,1.730379705,0.85649,0.86026,0.86832,0.86337,0.8466,0.85906
CCNA_00197,rplS,LSU ribosomal protein L19P,103,1806.122893,2992.197441,4013.619909,4116.200222,3459.491713,3453.295182,1976.222054,3270.719434,4091.790435,4227.98122,4389.117387,4308.684298,1.094179173,1.093082759,1.019476315,1.027156356,1.268717416,1.247702288,0.79929,0.80365,0.80903,0.80429,0.78856,0.80107
CCNA_00198,trmD,tRNA (guanine-N1) -methyltransferase,103,2058.375222,3739.793684,1411.314353,1318.088245,4280.664022,4481.955631,91.61966799,72.68754337,69.38194938,55.60336378,53.93593516,56.77258311,4.45E-02,1.94E-02,4.92E-02,4.22E-02,1.26E-02,1.27E-02,0.76799,0.77341,0.77823,0.77277,0.75522,0.76944
CCNA_00199,NA,TadG/vWA-family protein,NA,69.15197998,19.88291337,14.89689176,54.79874704,98.27131514,54.3911115,87.28817581,13.76428173,15.51002986,65.16182362,114.031437,64.82696775,1.262265749,0.692266846,1.041158795,1.189111561,1.160373572,1.191866942,0.81366,0.81765,0.82652,0.82122,0.80294,0.81667
CCNA_00200,NA,2OG-Fe(II) oxygenase superfamily protein,NA,649.2080839,187.5567889,182.2192643,173.9219679,195.0711601,176.2629497,1035.691884,180.194504,240.6675151,212.6321255,190.553263,232.4640818,1.595315754,0.96074637,1.320757802,1.222571984,0.976839749,1.318848244,0.85348,0.85756,0.86886,0.86285,0.8423,0.8571
CCNA_00201,NA,outer membrane protein,NA,234.0658682,594.3273565,626.6023519,239.5265121,171.8176944,457.2778093,403.3781902,838.4325798,762.7249668,256.7260705,246.4289839,595.8967364,1.723353316,1.410725202,1.217239234,1.071806491,1.434246832,1.303139414,0.85664,0.86005,0.86929,0.86434,0.84718,0.85972
CCNA_00202,NA,DesA-family fatty acid desaturase,107,88.12388645,66.46097447,51.32701248,48.22195354,44.82659338,60.97656022,60.70837046,41.75843312,32.23751862,29.7690921,27.24470163,35.55312754,0.688898015,0.628315089,0.628080947,0.617334843,0.607779882,0.583062203,0.82838,0.83292,0.848,0.8407,0.81541,0.8333
CCNA_00203,NA,sterol desaturase family protein,107,57.53605005,19.51101541,13.09827317,27.93193433,67.18084247,49.92129411,20.08885203,2.696139199,5.161337408,11.99494416,24.43200842,11.15323739,0.349152436,0.138185489,0.394047165,0.429434783,0.363675231,0.223416432,0.82588,0.83018,0.84459,0.83765,0.81346,0.83064
CCNA_00204,kefB,glutathione-regulated potassium-efflux system protein kefB,108,39.26691934,26.50097855,30.5872436,26.81901844,25.48256914,27.92145082,30.70570767,23.15129951,23.24349451,20.04839248,18.91273926,22.35080586,0.781973941,0.873601685,0.759908111,0.747543857,0.742183379,0.8004887,0.84595,0.85037,0.8634,0.85669,0.83372,0.85011
CCNA_00205,NA,NAD(P)H-quinone reductase,108,80.51095789,72.49284764,39.81831538,47.86899736,67.77663289,64.12863506,65.29561478,44.02956586,42.61509882,40.40086915,36.07277951,37.906392,0.811015252,0.607364275,1.070238618,0.843988205,0.532230327,0.591099311,0.83067,0.83489,0.84803,0.84147,0.81871,0.835
CCNA_00206,NA,succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A,109,132.7543495,109.2915995,136.4163933,120.0021136,111.4265549,105.2741194,192.9377983,148.4824941,153.0797257,169.6582347,153.8209629,161.1763456,1.45334446,1.358590182,1.122150513,1.413793721,1.380469521,1.531015852,0.84899,0.85303,0.86451,0.8585,0.83783,0.85271
CCNA_00207,NA,succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B,109,130.3290869,126.4307701,111.9868862,94.57600248,101.6096855,112.6901279,166.5940039,149.3583009,162.0245109,155.1397595,126.6844763,157.8562699,1.278256511,1.181344548,1.446816823,1.640371294,1.246775596,1.400799456,0.86837,0.87253,0.88756,0.88056,0.85635,0.87318
CCNA_00208,NA,type 1 glutamine amidotransferase (GATase1)-like domain protein,NA,5.054705075,6.306420124,NA,10.11090585,NA,6.328491013,2.456660008,1.512937153,3.127984438,4.393236442,3.182704631,5.740402741,0.48601451,0.239904276,NA,0.434504733,NA,0.907072907,0.81004,0.81467,0.8251,0.81888,0.79776,0.81342
CCNA_00209,NA,undecaprenyl-phosphomannose:protein mannosyltransferase,NA,39.6317337,47.88113195,43.00360173,46.63559756,46.882209,56.70201585,26.91800116,35.09646109,36.73451116,32.05780739,24.00749761,33.4715559,0.67920322,0.732991466,0.854219407,0.687410671,0.512081195,0.590306277,0.82722,0.83176,0.8453,0.83837,0.81454,0.83161
CCNA_00210,NA,TonB-dependent receptor,112,462.8708301,1045.935099,1664.409595,1564.770488,1138.085607,897.5639061,783.8170152,2070.86962,2404.149461,2345.951852,2473.900844,1712.592668,1.693381748,1.979921719,1.444445808,1.499230635,2.173738802,1.908045385,0.85727,0.86095,0.87079,0.86547,0.84717,0.86047
CCNA_00211,NA,Porphyromonas-type peptidyl-arginine deiminase,112,153.03794,168.2870303,164.980729,162.4222393,170.7797784,221.6202794,191.1533133,195.7271804,201.5698228,217.5318046,186.96138,251.4837678,1.249058327,1.163055644,1.221777986,1.33929815,1.094751274,1.134750703,0.84962,0.85386,0.86643,0.85999,0.83786,0.85366
CCNA_00212,NA,N-carbamoylputrescine amidase,112,110.0769986,110.7338048,147.1892725,135.2672001,116.0360297,144.2208472,170.8443199,211.39569,226.3154751,205.0324122,193.9613324,278.8813087,1.552043771,1.909043858,1.537581315,1.515758529,1.671561264,1.933710099,0.84588,0.84969,0.85943,0.85404,0.83549,0.84907
CCNA_00213,NA,ribosomal-protein-alanine acetyltransferase,112,36.14130466,39.99311341,23.57258343,35.63864301,39.64515588,55.36762128,13.12082885,15.39432456,16.23666451,15.82410647,17.57765708,19.59524569,0.363042479,0.384924384,0.688794444,0.444015404,0.443374649,0.353911641,0.79874,0.80332,0.81043,0.80508,0.7872,0.80105
CCNA_00214,NA,TonB-dependent receptor,NA,175.2898713,43.97528485,57.40948402,87.74391471,89.14435173,2216.722304,256.3556828,13.50950205,49.01492654,11.7786583,19.85245147,3050.756391,1.462467175,0.307206698,0.853777514,0.134239033,0.222700049,1.376246536,0.83019,0.83396,0.8458,0.83993,0.81932,0.83418
CCNA_00215,NA,SapC surface layer protein,NA,1096.895072,1077.530279,1447.503948,1309.402555,1028.332626,1229.324897,1820.415618,1896.614497,2138.356473,1814.941566,1837.570937,2328.7232,1.659607802,1.760149607,1.4772716,1.386083721,1.786942173,1.894310614,0.83392,0.83835,0.84693,0.84132,0.82254,0.83661
CCNA_00216,NA,hot dog superfamily protein,NA,53.11237802,97.47189437,111.3736738,79.72562351,58.95070912,77.06154236,43.201322,91.7786306,49.16736311,40.56919632,34.55610598,43.28023243,0.81339461,0.941590714,0.441463063,0.508860195,0.586186434,0.561632055,0.86387,0.86767,0.88023,0.87414,0.85303,0.86795
CCNA_00217,NA,thiol:disulfide interchange protein DsbD,NA,161.6509922,95.56549191,86.45127985,80.4201177,74.71813925,92.66247534,156.0250467,82.71086666,73.31180545,62.99604696,53.19038254,67.83941602,0.965196963,0.865488839,0.848012957,0.783336916,0.711880449,0.732113143,0.83341,0.83805,0.85307,0.8457,0.82029,0.83826
CCNA_00218,NA,conserved hypothetical protein,NA,125.8233734,107.0530965,134.3517625,168.1725512,124.8088144,159.2319054,135.4553044,132.6332028,175.3756656,187.2671035,136.9400399,201.1962965,1.076551207,1.238947841,1.305346967,1.113541432,1.097198467,1.263542605,0.83161,0.83617,0.84886,0.84213,0.81912,0.83569
CCNA_00220,NA,thiol-disulfide isomerase and thioredoxin,NA,28.33292882,53.72544266,151.8569806,157.3473699,88.24549428,162.7004578,30.31099272,89.51203743,211.7825152,220.2291415,169.3095948,326.1408135,1.069815017,1.666101441,1.394618241,1.399636624,1.918620278,2.004547609,0.84859,0.85268,0.86423,0.85815,0.8373,0.85231
CCNA_00221,NA,hypothetical protein,NA,15.66613344,8.525417113,26.40759347,174.6075281,162.2277473,38.82348548,11.0306853,4.11802431,55.87906353,228.6722496,160.1007951,43.36970158,0.70411026,0.483029071,2.11602256,1.309635684,0.986889097,1.117099638,0.83166,0.83598,0.84461,0.83908,0.82048,0.83441
CCNA_00222,NA,glucose-6-phosphate isomerase/glucose-6 phosphate 1-epimerase,120,26.28484692,114.6943545,160.3761998,143.4633378,95.29711389,127.4994022,24.19723363,127.8709998,193.9685824,168.9028552,102.558907,135.4732597,0.920577309,1.114884864,1.209459899,1.177324171,1.076201606,1.062540352,0.85069,0.85486,0.86898,0.86221,0.83873,0.85527
CCNA_00223,NA,esterase lipase Family protein,120,5.8332125,36.19458161,46.70455602,39.93531545,36.60452284,43.46159618,4.351588205,21.76428865,28.69428724,27.27847583,14.33332974,21.53814686,0.746002002,0.601313448,0.614378761,0.683066492,0.391572643,0.495567323,0.79987,0.80445,0.81737,0.81058,0.78709,0.80416
CCNA_00224,NA,TonB-dependent receptor protein,NA,424.8747458,58.68703728,63.99192079,59.4291262,64.38509361,50.36226758,633.2060794,29.39447742,35.04352023,27.16309343,27.64819238,34.12843282,1.490335883,0.500868314,0.547624134,0.457067017,0.429419153,0.67765878,0.85446,0.85832,0.87083,0.86471,0.84345,0.85855
CCNA_00225,NA,hypothetical protein,NA,261.1125082,317.8024191,NA,318.9404919,271.8305676,278.8495219,943.7296615,558.4677811,824.1374019,657.7602525,391.0114528,350.7284023,3.614264472,1.75727983,NA,2.062329084,1.438438128,1.257769423,0.7688,0.77435,0.78256,0.77616,0.75507,0.77137
CCNA_00226,NA,conserved hypothetical protein,NA,151.6604905,108.8508217,82.29608152,78.03932326,135.6644324,124.6666198,33.56657721,18.70833244,23.54704978,23.04691837,24.74693661,33.09116043,0.221327104,0.171871302,0.286126014,0.295324426,0.182412856,0.265437215,0.80589,0.81041,0.81609,0.81114,0.79481,0.8077
CCNA_00227,NA,methyltransferase,124,59.3745138,79.10894438,68.02625568,69.47136014,79.81252719,80.3558289,37.12074571,40.05710264,46.62517352,36.02689987,32.78597098,46.20263961,0.625196626,0.506353649,0.685399675,0.518586361,0.41078728,0.574975584,0.86583,0.86953,0.88206,0.87605,0.85516,0.86991
CCNA_00228,NA,putative membrane spanning protein,124,120.7336031,167.5834956,133.1884985,144.0363081,133.1480092,180.838196,91.71784486,115.6879738,101.111324,85.49596088,97.39574938,100.4308629,0.759671231,0.690330354,0.759159576,0.593572287,0.731484834,0.55536311,0.81943,0.82393,0.83477,0.82855,0.80737,0.82295
CCNA_00229,NA,CAAX amino terminal protease family protein,NA,38.08799856,36.38924374,20.80787779,17.73735,27.74407463,27.457655,17.08321959,16.84107227,15.64036588,7.893502248,9.216185789,12.00740234,0.44851975,0.46280358,0.751655985,0.445021508,0.332185734,0.437306184,0.83164,0.83604,0.84807,0.84164,0.81958,0.83553
CCNA_00230,NA,ribosomal large subunit pseudouridine synthase B,NA,99.52276125,106.9101022,80.78752875,100.7576367,127.5639426,122.9388842,64.90000045,54.40899865,75.87085231,77.72036659,76.45718187,73.21585208,0.652112136,0.508922894,0.939140651,0.771359563,0.599363584,0.595546743,0.82298,0.82754,0.83765,0.83156,0.81098,0.82622
CCNA_00231,NA,tRNA-specific adenosine deaminase,NA,47.38946095,50.0303461,42.92041444,39.62701977,41.3969485,51.61569684,16.84208336,15.98002852,22.12310443,20.27532986,14.88001216,18.67395709,0.355397234,0.319406715,0.5154448,0.511654169,0.359447078,0.361788336,0.83593,0.83994,0.85338,0.84692,0.82433,0.84039
CCNA_00232,NA,hypothetical protein,NA,27.25615296,13.47476867,NA,89.66008003,108.2936921,40.94142653,37.72158401,9.195558615,20.01235542,134.6805247,115.8962589,55.14494473,1.383965817,0.682427939,NA,1.502123628,1.070203229,1.346922894,0.82534,0.82975,0.84425,0.8372,0.8127,0.83011
CCNA_00233,NA,"UDP-N-acetylglucosamine 4,6-dehydratase",129,10.75427054,14.64033616,53.5912488,259.658599,163.8557661,47.4187827,8.271401602,8.02448445,70.60340164,339.7165933,236.7186069,64.13623132,0.769127164,0.548107937,1.31744274,1.308320212,1.444676697,1.352549089,0.84951,0.85326,0.86698,0.86065,0.83841,0.85407
CCNA_00234,NA,WecE-family cell wall biogenesis enzyme,129,7.047483759,6.179589337,13.83076087,79.98784957,61.99118357,23.28579765,3.66079797,2.952330635,22.97292764,98.62981992,64.6776155,14.86779755,0.519447521,0.477755151,1.661002446,1.233060027,1.04333571,0.638492087,0.84498,0.8488,0.86158,0.85544,0.83394,0.84923
CCNA_00235,NA,hypothetical protein,130,28.07382775,16.27049024,NA,28.06242501,37.97965123,32.19496415,17.62618461,7.936868307,11.24936949,15.79967578,11.4461632,20.64457568,0.627851135,0.48780757,NA,0.563018904,0.301376206,0.641236175,0.75686,0.76205,0.7636,0.75914,0.74516,0.75729
CCNA_00236,NA,conserved hypothetical protein,130,41.45275854,19.96543097,18.70465211,79.09251355,152.526646,57.63071581,31.12052881,7.572048972,17.45286561,70.78702892,94.67038043,38.33278528,0.750746872,0.379257978,0.933076195,0.894990256,0.62068093,0.665145049,0.83386,0.83815,0.84804,0.84223,0.82248,0.83704
CCNA_00237,chvI,two-component response regulator chvI,131,1103.910617,517.8046652,663.1588596,594.0134103,654.1201352,608.0252494,969.0737803,327.1740464,583.351664,531.0973826,408.3414114,564.6708868,0.877855295,0.631848395,0.879655991,0.894083153,0.624260575,0.928696444,0.84391,0.84805,0.86004,0.85382,0.83242,0.8478
CCNA_00238,chvG,two-component sensor histidine kinase chvG,131,198.1385034,56.50268694,69.54674086,64.45624122,82.13837438,73.58722845,96.43221499,21.74218466,43.83677145,36.83001716,25.18748508,41.95733024,0.486690943,0.384799128,0.630321003,0.57139567,0.306646988,0.570171362,0.82775,0.83228,0.8451,0.83836,0.81525,0.8319
CCNA_00239,hprK,serine kinase/phosphatase HprK,131,95.57280459,17.84488902,32.88225731,34.9725617,19.59867821,32.36649587,119.2541499,26.99430196,44.85288451,27.25342532,20.76114581,30.94032807,1.247783304,1.51271896,1.364045178,0.779280213,1.059313571,0.955936911,0.77411,0.77868,0.78139,0.77714,0.7634,0.77502
CCNA_00240,NA,"PTS system, IIA component",131.1,656.259276,587.3179674,380.9806223,440.482227,621.4103836,557.6990438,350.2726915,269.4360153,321.2553822,331.4464521,291.115944,256.5946769,0.533741319,0.458756636,0.843232866,0.752462714,0.46847615,0.460095243,0.8107,0.81546,0.82559,0.81934,0.79825,0.81394
CCNA_00241,NA,phosphocarrier protein HPr,131.1,288.2875395,181.5751103,122.0089204,146.7277677,252.5789156,184.0909366,115.9660298,71.10223632,73.28988361,89.50889286,76.48133025,79.80417467,0.402258211,0.391585808,0.600692829,0.610033767,0.302801721,0.433504094,0.77525,0.78073,0.78525,0.77981,0.76246,0.77655
CCNA_00243,NA,hypothetical protein,NA,44.40246164,717.9014725,219.8569873,74.81702797,21.6754732,55.65161987,39.68439464,517.2673818,189.2319069,49.7967928,13.30413813,26.59649624,0.893743121,0.720526983,0.860704539,0.665581007,0.613787667,0.47791055,0.77704,0.78116,0.78738,0.78265,0.76644,0.77927
CCNA_00244,NA,HAD superfamily phophatase,133,72.1602417,19.09546547,169.5718743,93.8489363,13.76269516,12.19887047,106.7856289,5.901751479,9.001922347,7.452121502,6.760150078,8.856877241,1.479840233,0.309065599,5.31E-02,7.94E-02,0.491193767,0.726040764,0.80248,0.80704,0.81888,0.81238,0.78998,0.8064
CCNA_00245,NA,pterin-4-alpha-carbinolamine dehydratase,133,141.3474959,133.9398771,93.38879525,91.60937715,89.20219288,120.8516932,119.2055132,141.2521594,113.1085924,143.3543334,115.4947096,109.087125,0.843350725,1.054593766,1.211158064,1.564843446,1.29475191,0.902652848,0.88307,0.88652,0.89777,0.89228,0.87326,0.88669
CCNA_00246,NA,cyclohexanol dehydrogenase,133,123.7810192,59.65768096,39.44567769,45.64465587,50.25905846,51.17699588,121.0728967,24.40795969,25.94488158,24.91323097,18.68257617,25.25457306,0.978121666,0.409133565,0.657736997,0.545808277,0.37172555,0.493475098,0.87164,0.87543,0.88871,0.88245,0.8607,0.87593
CCNA_00247,spdR,two-component receiver protein SpdR,NA,243.739313,191.6187901,179.034106,189.0479675,211.8383938,183.3827967,253.4651058,173.6018922,195.3378856,196.0154285,155.5680384,126.5735911,1.039902438,0.905975307,1.091065216,1.036855519,0.734371308,0.690215186,0.79028,0.7956,0.80531,0.79871,0.77677,0.79333
CCNA_00248,NA,sensor histidine protein kinase,NA,66.29136075,51.04866886,40.27379175,41.45641231,52.08226097,49.28257619,39.51432104,24.20851337,26.5788839,27.10868726,18.87997456,26.47431945,0.596070447,0.474224185,0.659954843,0.653908183,0.362502975,0.537194309,0.80237,0.80722,0.81767,0.81127,0.78963,0.80574
CCNA_00249,NA,SCO1/SenC family protein,136,199.9678053,180.582273,129.0591144,112.0259066,164.4945853,210.6928536,137.0404287,105.0975535,120.7913949,90.56548101,100.0331657,103.1281785,0.685312461,0.581992638,0.935938507,0.808433368,0.608124368,0.489471649,0.81444,0.81838,0.82647,0.82139,0.80397,0.81718
CCNA_00250,NA,poly(3-hydroxyalkanoate) depolymerase,136,682.6871031,245.7611794,208.8033509,251.4664151,400.4292984,327.469174,638.3444597,93.98848513,150.6755891,160.5718188,179.5042616,152.2131303,0.9350469,0.38243829,0.721614804,0.638541806,0.44827954,0.464816668,0.84838,0.8526,0.86451,0.85824,0.83679,0.8522
CCNA_00251,NA,zinc metalloprotease,136,173.322683,72.2046079,46.18700208,62.39756161,74.00110835,79.20094084,52.49701314,34.73890465,24.61585953,21.71166129,19.46527042,27.29127141,0.302885994,0.481117558,0.532960756,0.347956887,0.263040255,0.344582667,0.80699,0.81141,0.82189,0.81584,0.79508,0.81046
CCNA_00252,pbpX,multimodular transpeptidase-transglycosylase PbpX,NA,88.17958109,57.2761499,73.27837381,98.63753904,92.18004166,68.84296638,97.7292218,68.40386246,79.1466709,99.42806568,92.93098279,71.87982675,1.108297642,1.194281784,1.080082251,1.00801446,1.008146461,1.044112863,0.84989,0.85378,0.86399,0.85841,0.83928,0.8532
CCNA_00253,NA,aspartate-semialdehyde dehydrogenase,NA,427.4768512,425.707832,449.6152842,374.1100172,326.9181746,389.9761498,520.2432133,681.6211097,531.3734159,551.5117851,476.370051,676.8222093,1.217009089,1.601147685,1.181840197,1.474196786,1.457153771,1.735547698,0.86713,0.87129,0.88598,0.87906,0.85516,0.87182
CCNA_00254,NA,RarD family membrane permease,NA,51.12070551,41.87976971,33.72503948,28.30240039,22.7973811,37.00117673,32.80873011,33.08129711,14.74472492,14.83178433,12.52991394,21.72859657,0.641789462,0.789911151,0.437204082,0.52404687,0.549620761,0.58724069,0.83146,0.83613,0.85215,0.84451,0.81806,0.83665
CCNA_00255,NA,esterase,140,88.66267175,68.72376791,88.19081606,89.70580109,77.34808737,88.40854078,112.0820478,84.76934782,111.2544118,100.2134827,86.46322033,98.96435165,1.264140202,1.233479339,1.261519247,1.117134917,1.117845615,1.11939809,0.87117,0.87492,0.88751,0.88146,0.86046,0.87524
CCNA_00256,NA,pyridoxine kinase,140,148.9792214,114.0888267,106.1861664,114.685407,106.0880043,135.3655338,124.5221131,109.2233355,101.8500607,95.73897833,86.58113585,104.0937414,0.83583544,0.957353482,0.95916506,0.834796517,0.816125597,0.768982609,0.85916,0.86293,0.87503,0.86909,0.84844,0.86312
CCNA_00257,NA,adenosylhomocysteinase,NA,856.4798791,449.2752164,954.5188926,1500.901914,1307.384707,988.983759,1653.823977,821.7136717,1421.058675,2222.647831,3209.251181,2355.744119,1.93095485,1.828976186,1.488769563,1.480874806,2.454710664,2.381984636,0.85493,0.8589,0.86846,0.86298,0.84434,0.85798
CCNA_00259,NA,hypothetical protein,NA,50.56739575,52.53660334,48.06559864,38.58313171,50.23656626,53.19030206,31.58730749,28.25884693,29.62803863,22.88247113,21.03512188,29.53881768,0.624657589,0.537888732,0.616408397,0.593069306,0.418721331,0.555342168,0.71767,0.72289,0.72393,0.71959,0.70582,0.71807
CCNA_00260,NA,glutathione S-transferase,NA,23.91102098,72.55269516,42.60070531,41.75338237,49.81040003,51.75630792,15.55436148,50.52812193,32.99566428,31.75228952,27.7039708,32.05346049,0.650510135,0.696433424,0.774533286,0.760472271,0.556188482,0.619315051,0.81917,0.82425,0.83875,0.83114,0.80524,0.82378
CCNA_00261,NA,ribonucleoside-diphosphate reductase beta chain,NA,601.1704047,1028.056585,450.9220628,233.0967556,344.0569089,482.4489656,494.6231728,745.8750544,288.7544629,153.8402399,217.6821451,393.0761754,0.822767004,0.725519456,0.640364459,0.659984475,0.632692265,0.814751825,0.84283,0.84738,0.85862,0.85225,0.83073,0.84636
CCNA_00262,NA,ketopantoate reductase panE/ApbA family protein,NA,83.76606252,118.6667316,57.7492103,35.76852776,41.63976043,60.48798102,95.77076189,111.33841,57.95624377,26.26911028,30.46831622,48.87796756,1.143312208,0.938244515,1.003585044,0.734419668,0.731712092,0.80806082,0.85605,0.86024,0.87512,0.86814,0.84393,0.86086
CCNA_00263,NA,hypothetical protein,NA,116.5630452,178.0671022,227.781148,223.7437286,204.3204325,190.6990411,207.1200378,228.5855511,297.3184923,224.6291793,183.5608363,182.7448879,1.776892818,1.28370456,1.305281385,1.003957432,0.898396866,0.958289495,0.84287,0.84718,0.86259,0.85539,0.83033,0.84789
CCNA_00264,NA,C4-dicarboxylate transport protein,NA,398.8842393,326.2919695,277.9246851,245.4764453,306.2967454,332.1568565,331.1667478,248.6076504,240.4730134,212.2343228,204.5873235,246.397096,0.830232722,0.761917772,0.865245249,0.864581213,0.667938287,0.741809453,0.85786,0.86212,0.87709,0.87003,0.84561,0.86267
CCNA_00265,NA,AMP nucleosidase,NA,239.1149929,131.7181685,136.4995597,117.8222534,150.630205,133.3989902,242.203888,95.21560138,140.3897073,134.7419176,123.8362752,154.1119772,1.012918032,0.722873712,1.028499342,1.143603299,0.822121136,1.155270943,0.83275,0.83714,0.84796,0.84183,0.82099,0.83623
CCNA_00266,NA,3-ketoacyl-CoA thiolase,NA,13.19795696,7.475661602,NA,8.727039397,4.881430446,6.603406521,9.694108064,1.906427631,2.49885025,3.509621034,2.542564523,4.585830623,0.734515811,0.255017914,NA,0.402154829,0.520864642,0.694464381,0.8555,0.85956,0.87151,0.86537,0.84425,0.85935
CCNA_00267,NA,MutT-like protein,NA,111.8540194,140.4094958,146.7689889,133.9142799,122.1064222,134.4583404,134.62286,164.7789131,196.4247966,153.7303164,120.8199373,154.5722282,1.203558538,1.17355961,1.338326291,1.147975529,0.989464233,1.149591968,0.84317,0.84753,0.85823,0.85215,0.83153,0.84656
CCNA_00268,dnaX,DNA polymerase III subunit gamma/tau,2303,109.9290705,97.33464725,65.31613811,66.97371161,81.20392789,85.36375473,68.97767842,71.84347254,64.51696574,56.39038584,49.22888413,69.63812451,0.627474408,0.738107905,0.98776455,0.841977912,0.60623772,0.815780945,0.84829,0.85262,0.8656,0.85898,0.83626,0.85244
CCNA_00269,NA,YbaB/EbfC-family DNA-binding protein,2303,328.6390028,400.3334793,540.5237649,467.0198267,262.6249487,359.598882,720.7405406,834.470395,750.5541396,794.5705459,639.0174306,851.6287027,2.193107131,2.084438195,1.388568252,1.701363626,2.433193928,2.368274056,0.81773,0.82229,0.83415,0.82763,0.80531,0.82158
CCNA_00270,recR,Recombination protein recR,2303,95.31465517,101.1982706,48.43176491,57.57006553,76.8803524,97.59877426,32.93798392,30.94996464,23.32678951,23.71369651,14.74619758,28.94688259,0.345571034,0.305834917,0.481642359,0.411910188,0.191807102,0.296590637,0.84228,0.84679,0.86128,0.85414,0.82956,0.84693
CCNA_00271,NA,hypothetical protein,152,352.4980998,395.9264833,330.4247328,268.034572,274.1886198,369.3251876,270.9966198,321.056739,322.3649376,323.9729262,271.7716406,332.2084513,0.768788881,0.810899883,0.975607773,1.20869828,0.991184976,0.899501205,0.82443,0.82873,0.83247,0.82816,0.81431,0.82554
CCNA_00272,NA,RmuC family protein,152,107.8205083,84.78558415,85.55115961,64.3048749,89.75705661,94.07961597,45.43524883,31.07257515,56.50004868,43.16969292,33.14694769,42.29040221,0.421397094,0.366484178,0.660424113,0.671328464,0.369296286,0.449517165,0.84176,0.846,0.85779,0.85153,0.8301,0.84556
CCNA_00273,NA,peptide deformylase,152,731.3373006,583.9930772,408.9717169,387.2624234,460.8911842,474.8502241,714.9921452,532.5466906,527.0347329,522.7733876,453.1887791,489.7770284,0.977650319,0.911905828,1.288682594,1.34992025,0.983288018,1.031434763,0.8555,0.85935,0.8735,0.86698,0.84414,0.86014
CCNA_00274,NA,conserved hypothetical protein,NA,113.9425221,82.2751522,47.65019386,55.97407599,78.29325947,84.63076311,16.28570313,14.11098106,13.0984941,19.95302188,11.20903236,15.68303401,0.142929109,0.171509632,0.274888579,0.356468982,0.143167272,0.185311268,0.73018,0.73559,0.73521,0.73106,0.71835,0.73
CCNA_00275,NA,"transposase, DDE family",NA,NA,NA,NA,NA,NA,NA,1.681409514,1.035498162,2.140883466,3.006858713,2.178335557,3.928898485,NA,NA,NA,NA,NA,NA,0.82977,0.83429,0.84614,0.83965,0.81752,0.83358
CCNA_00276,NA,conserved hypothetical protein,NA,10.04061143,9.794231857,NA,NA,NA,NA,20.7636106,13.23319615,10.47824335,10.91233368,9.805722299,13.08124035,2.067962767,1.351121388,NA,NA,NA,NA,0.85047,0.85472,0.87299,0.86513,0.8375,0.85645
CCNA_00277,NA,succinyl-diaminopimelate desuccinylase,156,101.0051823,102.8035662,134.6855735,127.5346483,101.6820171,109.0074914,126.2665517,115.0408842,177.9522457,160.2233791,122.645211,151.6481405,1.250099735,1.119035929,1.321242069,1.25631255,1.206164221,1.391171732,0.86506,0.86878,0.88094,0.87501,0.85444,0.86901
CCNA_00278,NA,glutaminase,156,38.46945603,44.54416648,40.88255801,39.63190697,38.68367541,51.52354965,21.62145312,18.88385167,27.01134319,26.61568241,19.42577412,21.02207649,0.562042081,0.423935459,0.6607058,0.671572085,0.502169815,0.408009088,0.85166,0.85597,0.87097,0.86386,0.83926,0.85649
CCNA_00279,NA,NAD(P)H-quinone reductase,156,202.5230347,20.31629195,16.87736683,15.50451938,17.12361667,15.03341675,217.6317625,2.536092957,5.243350185,7.364255662,5.335076068,9.622471714,1.074602515,0.124830504,0.310673474,0.474974779,0.311562456,0.640072172,0.79016,0.79457,0.80716,0.8006,0.77772,0.79443
